County,State,Cases,Level
Berkeley County,SC,37.0,Red
Laurens County,SC,38.7,Red
Marion County,SC,39.1,Red
Orangeburg County,SC,40.8,Red
Dorchester County,SC,42.1,Red
Georgetown County,SC,50.8,Red
Bamberg County,SC,56.9,Red
Horry County,SC,60.3,Red
Charleston County,SC,78.8,Red
Aurora County,SD,0.0,Green
Bennett County,SD,0.0,Green
Butte County,SD,0.0,Green
Faulk County,SD,0.0,Green
Grant County,SD,0.0,Green
Harding County,SD,0.0,Green
Hand County,SD,0.0,Green
Haakon County,SD,0.0,Green
Jerauld County,SD,0.0,Green
Jackson County,SD,0.0,Green
Hyde County,SD,0.0,Green
Kingsbury County,SD,0.0,Green
Jones County,SD,0.0,Green
Lawrence County,SD,0.0,Green
Marshall County,SD,0.0,Green
Perkins County,SD,0.0,Green
Potter County,SD,0.0,Green
Sanborn County,SD,0.0,Green
Sully County,SD,0.0,Green
Ziebach County,SD,0.0,Green
Statewide Unallocated,SD,0.0,Green
Todd County,SD,1.4,Yellow
Turner County,SD,1.7,Yellow
Meade County,SD,2.0,Yellow
Fall River County,SD,2.1,Yellow
Bon Homme County,SD,2.1,Yellow
Lake County,SD,2.2,Yellow
Spink County,SD,2.2,Yellow
Brown County,SD,2.2,Yellow
Yankton County,SD,2.5,Yellow
Custer County,SD,3.2,Yellow
Deuel County,SD,3.3,Yellow
Edmunds County,SD,3.7,Yellow
Clark County,SD,3.8,Yellow
Hutchinson County,SD,3.9,Yellow
Moody County,SD,4.3,Yellow
Hamlin County,SD,4.6,Yellow
Minnehaha County,SD,4.8,Yellow
Davison County,SD,5.1,Yellow
Day County,SD,5.3,Yellow
McPherson County,SD,6.0,Yellow
Lincoln County,SD,6.1,Yellow
Miner County,SD,6.4,Yellow
Pennington County,SD,6.7,Yellow
Gregory County,SD,6.8,Yellow
Corson County,SD,7.0,Yellow
Clay County,SD,7.1,Yellow
Brookings County,SD,7.3,Yellow
McCook County,SD,7.7,Yellow
Tripp County,SD,7.9,Yellow
Stanley County,SD,9.2,Yellow
Dewey County,SD,9.7,Yellow
Campbell County,SD,10.4,Orange
Hughes County,SD,10.6,Orange
Union County,SD,10.8,Orange
Oglala Lakota County,SD,11.1,Orange
Codington County,SD,13.3,Orange
Beadle County,SD,13.9,Orange
Roberts County,SD,15.1,Orange
Walworth County,SD,15.8,Orange
Hanson County,SD,16.5,Orange
Douglas County,SD,24.5,Orange
Mellette County,SD,27.7,Red
Brule County,SD,29.7,Red
Charles Mix County,SD,32.3,Red
Buffalo County,SD,36.4,Red
Lyman County,SD,41.6,Red
Meigs County,TN,0.0,Green
Pickett County,TN,0.0,Green
Statewide Unallocated,TN,0.0,Green
Benton County,TN,0.9,Green
Lewis County,TN,1.2,Yellow
Unicoi County,TN,1.6,Yellow
Henry County,TN,1.8,Yellow
Scott County,TN,1.9,Yellow
Carter County,TN,2.5,Yellow
Morgan County,TN,2.7,Yellow
Hawkins County,TN,3.0,Yellow
Sullivan County,TN,3.1,Yellow
Bledsoe County,TN,3.8,Yellow
Coffee County,TN,4.0,Yellow
Lake County,TN,4.1,Yellow
Stewart County,TN,4.2,Yellow
Grundy County,TN,4.3,Yellow
Fentress County,TN,4.6,Yellow
Carroll County,TN,4.6,Yellow
White County,TN,4.7,Yellow
Franklin County,TN,4.7,Yellow
Decatur County,TN,4.9,Yellow
Washington County,TN,4.9,Yellow
Van Buren County,TN,4.9,Yellow
Lincoln County,TN,5.0,Yellow
Union County,TN,5.0,Yellow
Roane County,TN,5.1,Yellow
Cumberland County,TN,5.2,Yellow
Polk County,TN,5.9,Yellow
Greene County,TN,6.0,Yellow
Jackson County,TN,6.1,Yellow
Campbell County,TN,6.1,Yellow
Hickman County,TN,6.2,Yellow
Humphreys County,TN,6.2,Yellow
Weakley County,TN,6.4,Yellow
Hancock County,TN,6.5,Yellow
Monroe County,TN,6.8,Yellow
Overton County,TN,7.1,Yellow
Warren County,TN,7.3,Yellow
Giles County,TN,7.3,Yellow
Clay County,TN,7.5,Yellow
Blount County,TN,7.6,Yellow
Henderson County,TN,7.6,Yellow
Marion County,TN,7.9,Yellow
Montgomery County,TN,7.9,Yellow
Johnson County,TN,8.0,Yellow
Grainger County,TN,8.6,Yellow
Houston County,TN,8.7,Yellow
Perry County,TN,8.8,Yellow
Knox County,TN,8.9,Yellow
McMinn County,TN,9.0,Yellow
Anderson County,TN,9.7,Yellow
Crockett County,TN,10.0,Orange
Wayne County,TN,10.3,Orange
Loudon County,TN,10.3,Orange
Rhea County,TN,10.3,Orange
Madison County,TN,10.4,Orange
Hardin County,TN,10.6,Orange
Claiborne County,TN,10.7,Orange
Gibson County,TN,11.3,Orange
Maury County,TN,11.6,Orange
McNairy County,TN,11.7,Orange
Cannon County,TN,11.7,Orange
Jefferson County,TN,11.8,Orange
Obion County,TN,11.9,Orange
Tipton County,TN,12.1,Orange
Chester County,TN,12.4,Orange
Cheatham County,TN,12.6,Orange
Marshall County,TN,12.9,Orange
Moore County,TN,13.2,Orange
Dickson County,TN,13.2,Orange
DeKalb County,TN,13.9,Orange
Lawrence County,TN,16.2,Orange
Robertson County,TN,16.5,Orange
Sequatchie County,TN,17.1,Orange
Hamilton County,TN,17.9,Orange
Cocke County,TN,18.3,Orange
Wilson County,TN,21.3,Orange
Sumner County,TN,21.8,Orange
Williamson County,TN,22.1,Orange
Dyer County,TN,22.7,Orange
Haywood County,TN,24.8,Orange
Bedford County,TN,25.3,Red
Fayette County,TN,25.4,Red
Lauderdale County,TN,25.6,Red
Putnam County,TN,26.3,Red
Rutherford County,TN,26.9,Red
Trousdale County,TN,27.9,Red
Bradley County,TN,34.8,Red
Hamblen County,TN,35.0,Red
Sevier County,TN,37.1,Red
Smith County,TN,37.6,Red
Hardeman County,TN,38.2,Red
Shelby County,TN,40.5,Red
Davidson County,TN,49.7,Red
Macon County,TN,99.9,Red
Baylor County,TX,0.0,Green
Armstrong County,TX,0.0,Green
Borden County,TX,0.0,Green
Coleman County,TX,0.0,Green
Coke County,TX,0.0,Green
Cochran County,TX,0.0,Green
Childress County,TX,0.0,Green
Culberson County,TX,0.0,Green
Cottle County,TX,0.0,Green
Collingsworth County,TX,0.0,Green
Edwards County,TX,0.0,Green
Donley County,TX,0.0,Green
Dickens County,TX,0.0,Green
Foard County,TX,0.0,Green
Glasscock County,TX,0.0,Green
Garza County,TX,0.0,Green
Hall County,TX,0.0,Green
Irion County,TX,0.0,Green
Kinney County,TX,0.0,Green
King County,TX,0.0,Green
Kent County,TX,0.0,Green
Loving County,TX,0.0,Green
Mills County,TX,0.0,Green
McMullen County,TX,0.0,Green
Oldham County,TX,0.0,Green
Ochiltree County,TX,0.0,Green
Newton County,TX,0.0,Green
Motley County,TX,0.0,Green
Sherman County,TX,0.0,Green
Stonewall County,TX,0.0,Green
Statewide Unallocated,TX,0.0,Green
Lampasas County,TX,0.7,Green
Tyler County,TX,1.3,Yellow
Stephens County,TX,1.5,Yellow
Eastland County,TX,1.6,Yellow
Coryell County,TX,1.7,Yellow
Llano County,TX,2.0,Yellow
Jones County,TX,2.1,Yellow
San Saba County,TX,2.4,Yellow
Carson County,TX,2.4,Yellow
Haskell County,TX,2.5,Yellow
Dimmit County,TX,2.8,Yellow
Hudspeth County,TX,2.9,Yellow
Montague County,TX,2.9,Yellow
Callahan County,TX,3.1,Yellow
Archer County,TX,3.3,Yellow
Mason County,TX,3.3,Yellow
Wilbarger County,TX,3.4,Yellow
Howard County,TX,3.5,Yellow
Hardeman County,TX,3.6,Yellow
Jasper County,TX,4.0,Yellow
Clay County,TX,4.1,Yellow
Marion County,TX,4.3,Yellow
Gray County,TX,4.6,Yellow
Bosque County,TX,4.6,Yellow
Rusk County,TX,5.0,Yellow
Hamilton County,TX,5.1,Yellow
Cass County,TX,5.2,Yellow
Sabine County,TX,5.4,Yellow
Delta County,TX,5.4,Yellow
Wood County,TX,5.6,Yellow
Goliad County,TX,5.6,Yellow
Morris County,TX,5.8,Yellow
Blanco County,TX,6.0,Yellow
Bowie County,TX,6.1,Yellow
Moore County,TX,6.1,Yellow
Hopkins County,TX,6.2,Yellow
Gillespie County,TX,6.4,Yellow
Camp County,TX,6.5,Yellow
Falls County,TX,6.6,Yellow
Hill County,TX,6.6,Yellow
Austin County,TX,6.7,Yellow
Houston County,TX,6.8,Yellow
Rains County,TX,6.8,Yellow
Panola County,TX,6.8,Yellow
Shelby County,TX,6.8,Yellow
Bandera County,TX,6.8,Yellow
Milam County,TX,6.9,Yellow
Fort Bend County,TX,7.1,Yellow
Zavala County,TX,7.2,Yellow
Grayson County,TX,7.3,Yellow
Comanche County,TX,7.3,Yellow
Waller County,TX,7.8,Yellow
Knox County,TX,7.8,Yellow
Hansford County,TX,7.9,Yellow
Jack County,TX,8.0,Yellow
Upshur County,TX,8.2,Yellow
Bastrop County,TX,8.2,Yellow
Burnet County,TX,8.3,Yellow
Wheeler County,TX,8.5,Yellow
Presidio County,TX,8.5,Yellow
Van Zandt County,TX,8.6,Yellow
Gaines County,TX,8.6,Yellow
Rockwall County,TX,8.7,Yellow
Kendall County,TX,8.7,Yellow
Lipscomb County,TX,8.8,Yellow
Henderson County,TX,8.8,Yellow
Hutchinson County,TX,8.9,Yellow
Parker County,TX,8.9,Yellow
Gregg County,TX,9.0,Yellow
Cooke County,TX,9.0,Yellow
Wise County,TX,9.2,Yellow
Somervell County,TX,9.4,Yellow
Freestone County,TX,9.4,Yellow
Montgomery County,TX,9.4,Yellow
Throckmorton County,TX,9.5,Yellow
Young County,TX,9.5,Yellow
Potter County,TX,9.6,Yellow
Randall County,TX,9.6,Yellow
Limestone County,TX,9.8,Yellow
Burleson County,TX,10.1,Orange
Collin County,TX,10.2,Orange
Palo Pinto County,TX,10.3,Orange
Denton County,TX,10.5,Orange
Kerr County,TX,10.6,Orange
Hardin County,TX,10.7,Orange
Aransas County,TX,10.9,Orange
Harrison County,TX,10.9,Orange
Washington County,TX,11.1,Orange
Sterling County,TX,11.1,Orange
Zapata County,TX,11.1,Orange
Colorado County,TX,11.3,Orange
Bee County,TX,11.4,Orange
Medina County,TX,11.4,Orange
Brown County,TX,11.7,Orange
Nolan County,TX,11.7,Orange
Ward County,TX,11.9,Orange
Franklin County,TX,12.0,Orange
Fannin County,TX,12.1,Orange
Brooks County,TX,12.1,Orange
Real County,TX,12.4,Orange
Atascosa County,TX,12.6,Orange
Jackson County,TX,12.6,Orange
Pecos County,TX,12.6,Orange
Angelina County,TX,12.7,Orange
Wilson County,TX,12.9,Orange
Shackelford County,TX,13.1,Orange
Lee County,TX,13.3,Orange
Mitchell County,TX,13.4,Orange
Swisher County,TX,13.5,Orange
Fayette County,TX,13.5,Orange
Nacogdoches County,TX,13.6,Orange
Leon County,TX,14.0,Orange
Wharton County,TX,14.1,Orange
Red River County,TX,14.3,Orange
Wichita County,TX,14.7,Orange
Johnson County,TX,14.7,Orange
Williamson County,TX,15.0,Orange
Taylor County,TX,15.3,Orange
Lamb County,TX,15.5,Orange
Bell County,TX,15.5,Orange
Trinity County,TX,15.6,Orange
Upton County,TX,15.6,Orange
Dallam County,TX,15.7,Orange
San Jacinto County,TX,15.8,Orange
Tarrant County,TX,15.9,Orange
Madison County,TX,16.0,Orange
McCulloch County,TX,16.1,Orange
Kleberg County,TX,16.3,Orange
Anderson County,TX,16.3,Orange
Kimble County,TX,16.5,Orange
Hood County,TX,16.7,Orange
Smith County,TX,16.7,Orange
San Patricio County,TX,16.7,Orange
Runnels County,TX,16.7,Orange
Roberts County,TX,16.7,Orange
Calhoun County,TX,16.8,Orange
Midland County,TX,16.9,Orange
Lamar County,TX,17.2,Orange
Martin County,TX,17.3,Orange
Polk County,TX,17.8,Orange
Orange County,TX,18.0,Orange
Guadalupe County,TX,18.1,Orange
Ector County,TX,18.2,Orange
Bailey County,TX,18.4,Orange
Robertson County,TX,18.4,Orange
Terrell County,TX,18.4,Orange
Liberty County,TX,18.6,Orange
Live Oak County,TX,18.7,Orange
Jeff Davis County,TX,18.8,Orange
San Augustine County,TX,19.1,Orange
Jim Hogg County,TX,19.2,Orange
Hockley County,TX,19.9,Orange
Tom Green County,TX,19.9,Orange
Comal County,TX,20.1,Orange
Cameron County,TX,20.1,Orange
Hunt County,TX,20.4,Orange
Harris County,TX,20.5,Orange
La Salle County,TX,20.9,Orange
Concho County,TX,21.0,Orange
Brazoria County,TX,21.1,Orange
Walker County,TX,22.3,Orange
Fisher County,TX,22.4,Orange
El Paso County,TX,22.8,Orange
Andrews County,TX,22.9,Orange
Scurry County,TX,23.1,Orange
Terry County,TX,23.2,Orange
Crockett County,TX,24.7,Orange
Reeves County,TX,25.0,Red
Kaufman County,TX,25.2,Red
Titus County,TX,25.7,Red
Erath County,TX,25.8,Red
Ellis County,TX,25.9,Red
Chambers County,TX,26.1,Red
Lynn County,TX,26.4,Red
Winkler County,TX,26.8,Red
Crosby County,TX,27.4,Red
Yoakum County,TX,27.9,Red
Navarro County,TX,27.9,Red
Dawson County,TX,28.1,Red
Dallas County,TX,28.1,Red
DeWitt County,TX,28.3,Red
Cherokee County,TX,29.0,Red
Lubbock County,TX,29.3,Red
Karnes County,TX,29.3,Red
Webb County,TX,29.4,Red
Jim Wells County,TX,29.6,Red
Crane County,TX,29.8,Red
Hemphill County,TX,29.9,Red
Sutton County,TX,30.3,Red
Hidalgo County,TX,31.3,Red
Menard County,TX,33.4,Red
Bexar County,TX,34.9,Red
Floyd County,TX,35.0,Red
Kenedy County,TX,35.4,Red
Schleicher County,TX,35.8,Red
Hartley County,TX,35.9,Red
Travis County,TX,37.1,Red
Hays County,TX,38.4,Red
Frio County,TX,38.7,Red
Refugio County,TX,39.1,Red
Gonzales County,TX,39.8,Red
Parmer County,TX,40.2,Red
Reagan County,TX,40.8,Red
Brazos County,TX,42.4,Red
Caldwell County,TX,42.5,Red
Uvalde County,TX,42.7,Red
Matagorda County,TX,42.9,Red
Lavaca County,TX,43.2,Red
Briscoe County,TX,46.2,Red
Castro County,TX,47.4,Red
Galveston County,TX,48.8,Red
Maverick County,TX,50.6,Red
Val Verde County,TX,51.6,Red
McLennan County,TX,52.3,Red
Deaf Smith County,TX,52.4,Red
Duval County,TX,53.8,Red
Starr County,TX,58.4,Red
Willacy County,TX,61.5,Red
Jefferson County,TX,62.2,Red
Nueces County,TX,73.6,Red
Brewster County,TX,90.0,Red
Victoria County,TX,90.4,Red
Grimes County,TX,105.4,Red
Hale County,TX,113.3,Red
Carbon County,UT,0.0,Green
Daggett County,UT,0.0,Green
Emery County,UT,0.0,Green
Wayne County,UT,0.0,Green
Statewide Unallocated,UT,0.0,Green
Uintah County,UT,0.4,Green
Duchesne County,UT,0.7,Green
Kane County,UT,1.8,Yellow
Sevier County,UT,2.6,Yellow
Sanpete County,UT,5.1,Yellow
Garfield County,UT,5.7,Yellow
Rich County,UT,5.8,Yellow
Grand County,UT,5.9,Yellow
Beaver County,UT,6.4,Yellow
Morgan County,UT,7.1,Yellow
Juab County,UT,7.1,Yellow
Tooele County,UT,7.9,Yellow
Wasatch County,UT,9.2,Yellow
Box Elder County,UT,9.4,Yellow
Cache County,UT,11.8,Orange
Summit County,UT,12.2,Orange
Davis County,UT,12.4,Orange
Iron County,UT,12.8,Orange
San Juan County,UT,14.0,Orange
Washington County,UT,14.3,Orange
Utah County,UT,15.8,Orange
Weber County,UT,17.2,Orange
Piute County,UT,19.3,Orange
Salt Lake County,UT,23.5,Orange
Millard County,UT,32.5,Red
Bath County,VA,0.0,Green
Bland County,VA,0.0,Green
Highland County,VA,0.0,Green
Lancaster County,VA,0.0,Green
Middlesex County,VA,0.0,Green
Norton city,VA,0.0,Green
Northumberland County,VA,0.0,Green
Poquoson city,VA,0.0,Green
Statewide Unallocated,VA,0.0,Green
Tazewell County,VA,0.4,Green
Caroline County,VA,0.5,Green
Fairfax city,VA,0.6,Green
Scott County,VA,0.7,Green
Bristol city,VA,0.9,Green
Amherst County,VA,0.9,Green
Wise County,VA,1.1,Yellow
Madison County,VA,1.1,Yellow
Washington County,VA,1.1,Yellow
Buchanan County,VA,1.4,Yellow
King George County,VA,1.6,Yellow
Matthews County,VA,1.6,Yellow
King William County,VA,1.7,Yellow
Augusta County,VA,1.9,Yellow
Rockbridge County,VA,1.9,Yellow
Gloucester County,VA,1.9,Yellow
Nelson County,VA,1.9,Yellow
New Kent County,VA,1.9,Yellow
Dickenson County,VA,2.0,Yellow
King and Queen County,VA,2.0,Yellow
Campbell County,VA,2.1,Yellow
Accomack County,VA,2.2,Yellow
Buena Vista city,VA,2.2,Yellow
Radford city,VA,2.3,Yellow
Stafford County,VA,2.6,Yellow
Russell County,VA,2.7,Yellow
Falls Church city,VA,2.9,Yellow
York County,VA,3.1,Yellow
Orange County,VA,3.1,Yellow
Montgomery County,VA,3.2,Yellow
Smyth County,VA,3.3,Yellow
Amelia County,VA,3.3,Yellow
Powhatan County,VA,3.4,Yellow
Wythe County,VA,3.5,Yellow
Charlotte County,VA,3.6,Yellow
Floyd County,VA,3.6,Yellow
Hanover County,VA,3.6,Yellow
Appomattox County,VA,3.6,Yellow
Mecklenburg County,VA,3.7,Yellow
Lee County,VA,3.7,Yellow
Northampton County,VA,3.7,Yellow
Culpeper County,VA,3.8,Yellow
Alleghany County,VA,3.8,Yellow
Pulaski County,VA,3.8,Yellow
Essex County,VA,3.9,Yellow
Dinwiddie County,VA,4.0,Yellow
Colonial Heights city,VA,4.1,Yellow
Charles City County,VA,4.1,Yellow
Arlington County,VA,4.2,Yellow
Giles County,VA,4.3,Yellow
Henrico County,VA,4.4,Yellow
Fredericksburg City,VA,4.4,Yellow
Grayson County,VA,4.6,Yellow
Warren County,VA,4.6,Yellow
Louisa County,VA,4.6,Yellow
Nottoway County,VA,4.7,Yellow
Richmond County,VA,4.7,Yellow
Fairfax County,VA,4.7,Yellow
Goochland County,VA,4.8,Yellow
Patrick County,VA,4.9,Yellow
Lynchburg city,VA,4.9,Yellow
Fauquier County,VA,5.0,Yellow
Bedford County,VA,5.1,Yellow
Covington city,VA,5.2,Yellow
Frederick County,VA,5.3,Yellow
Craig County,VA,5.6,Yellow
Prince George County,VA,5.6,Yellow
Richmond City,VA,5.7,Yellow
Alexandria City,VA,5.7,Yellow
Spotsylvania County,VA,5.8,Yellow
Rappahannock County,VA,5.8,Yellow
Lexington city,VA,5.8,Yellow
Fluvanna County,VA,5.8,Yellow
Greene County,VA,5.8,Yellow
Halifax County,VA,5.9,Yellow
Isle of Wight County,VA,6.2,Yellow
Hampton city,VA,6.3,Yellow
Staunton city,VA,6.3,Yellow
Chesterfield County,VA,6.4,Yellow
Southampton County,VA,6.5,Yellow
Surry County,VA,6.7,Yellow
Newport News City,VA,6.7,Yellow
Clarke County,VA,6.8,Yellow
Danville City,VA,6.8,Yellow
Rockingham County,VA,6.8,Yellow
Pittsylvania County,VA,6.9,Yellow
Virginia Beach City,VA,7.2,Yellow
James City County,VA,7.3,Yellow
Franklin County,VA,7.6,Yellow
Chesapeake City,VA,7.9,Yellow
Lunenburg County,VA,8.2,Yellow
Suffolk City,VA,8.2,Yellow
Buckingham County,VA,8.3,Yellow
Charlottesville City,VA,8.5,Yellow
Albemarle County,VA,8.8,Yellow
Brunswick County,VA,8.8,Yellow
Harrisonburg City,VA,8.9,Yellow
Waynesboro city,VA,9.5,Yellow
Loudoun County,VA,9.5,Yellow
Westmoreland County,VA,9.5,Yellow
Page County,VA,9.6,Yellow
Cumberland County,VA,10.1,Orange
Hopewell city,VA,10.8,Orange
Henry County,VA,11.0,Orange
Prince William County,VA,11.1,Orange
Roanoke County,VA,11.7,Orange
Winchester city,VA,11.7,Orange
Carroll County,VA,12.5,Orange
Franklin city,VA,12.6,Orange
Norfolk City,VA,12.8,Orange
Shenandoah County,VA,13.1,Orange
Portsmouth City,VA,13.6,Orange
Manassas Park city,VA,13.9,Orange
Salem city,VA,15.2,Orange
Martinsville city,VA,15.9,Orange
Roanoke city,VA,16.0,Orange
Williamsburg City,VA,16.2,Orange
Greensville County,VA,17.6,Orange
Sussex County,VA,19.2,Orange
Prince Edward County,VA,19.4,Orange
Manassas City,VA,22.9,Orange
Petersburg city,VA,24.6,Orange
Botetourt County,VA,26.1,Red
Emporia city,VA,26.7,Red
Galax city,VA,45.0,Red
Addison County,VT,0.0,Green
Essex County,VT,0.0,Green
Grand Isle County,VT,0.0,Green
Orleans County,VT,0.0,Green
Statewide Unallocated,VT,0.0,Green
Washington County,VT,0.2,Green
Rutland County,VT,0.2,Green
Windsor County,VT,0.3,Green
Orange County,VT,0.5,Green
Bennington County,VT,0.8,Green
Windham County,VT,1.0,Yellow
Caledonia County,VT,1.0,Green
Franklin County,VT,1.7,Yellow
Lamoille County,VT,2.3,Yellow
Chittenden County,VT,2.4,Yellow
Asotin County,WA,0.0,Green
Columbia County,WA,0.0,Green
Garfield County,WA,0.0,Green
Ferry County,WA,0.0,Green
Grays Harbor County,WA,0.0,Green
San Juan County,WA,0.0,Green
Wahkiakum County,WA,0.0,Green
Unassigned,WA,0.0,Green
Statewide Unallocated,WA,0.0,Green
Whitman County,WA,0.6,Green
Stevens County,WA,0.9,Green
Jefferson County,WA,0.9,Green
Island County,WA,1.0,Yellow
Clallam County,WA,1.3,Yellow
Mason County,WA,1.3,Yellow
Lincoln County,WA,1.3,Yellow
Kitsap County,WA,1.6,Yellow
Lewis County,WA,2.0,Yellow
Pend Oreille County,WA,2.1,Yellow
Thurston County,WA,2.6,Yellow
Pacific County,WA,3.3,Yellow
Whatcom County,WA,4.2,Yellow
Snohomish County,WA,4.5,Yellow
Cowlitz County,WA,5.0,Yellow
Klickitat County,WA,5.1,Yellow
Pierce County,WA,5.1,Yellow
Walla Walla County,WA,5.1,Yellow
Skagit County,WA,5.1,Yellow
Skamania County,WA,5.9,Yellow
Clark County,WA,6.6,Yellow
King County,WA,6.7,Yellow
Kittitas County,WA,7.4,Yellow
Spokane County,WA,11.3,Orange
Grant County,WA,11.6,Orange
Chelan County,WA,16.0,Orange
Douglas County,WA,16.3,Orange
Okanogan County,WA,17.1,Orange
Benton County,WA,19.1,Orange
Adams County,WA,25.5,Red
Yakima County,WA,31.8,Red
Franklin County,WA,48.3,Red
Bayfield County,WI,0.0,Green
Ashland County,WI,0.0,Green
Pepin County,WI,0.0,Green
Richland County,WI,0.0,Green
Price County,WI,0.0,Green
Sawyer County,WI,0.0,Green
Rusk County,WI,0.0,Green
Vilas County,WI,0.0,Green
Washburn County,WI,0.0,Green
Statewide Unallocated,WI,0.0,Green
Oneida County,WI,0.4,Green
Barron County,WI,0.6,Green
Jackson County,WI,0.7,Green
Burnett County,WI,0.9,Green
Door County,WI,1.0,Yellow
Buffalo County,WI,1.1,Yellow
Forest County,WI,1.6,Yellow
Fond du Lac County,WI,1.7,Yellow
Dunn County,WI,1.9,Yellow
Taylor County,WI,2.1,Yellow
Vernon County,WI,2.8,Yellow
Langlade County,WI,3.0,Yellow
Pierce County,WI,3.0,Yellow
Menominee County,WI,3.1,Yellow
Green County,WI,3.1,Yellow
Lincoln County,WI,3.1,Yellow
Florence County,WI,3.3,Yellow
Oconto County,WI,3.4,Yellow
Sheboygan County,WI,3.8,Yellow
Shawano County,WI,3.8,Yellow
Green Lake County,WI,3.8,Yellow
Marinette County,WI,4.2,Yellow
Manitowoc County,WI,4.2,Yellow
Calumet County,WI,4.3,Yellow
Chippewa County,WI,4.4,Yellow
Rock County,WI,4.5,Yellow
Polk County,WI,4.6,Yellow
Winnebago County,WI,4.7,Yellow
Sauk County,WI,4.7,Yellow
Racine County,WI,4.8,Yellow
Iowa County,WI,4.8,Yellow
Dodge County,WI,4.9,Yellow
Lafayette County,WI,5.1,Yellow
Columbia County,WI,5.2,Yellow
Kewaunee County,WI,5.6,Yellow
Douglas County,WI,5.6,Yellow
Waushara County,WI,5.8,Yellow
Juneau County,WI,5.9,Yellow
Ozaukee County,WI,6.1,Yellow
Monroe County,WI,6.2,Yellow
Marathon County,WI,6.3,Yellow
Outagamie County,WI,6.5,Yellow
Grant County,WI,6.9,Yellow
Clark County,WI,7.0,Yellow
Crawford County,WI,7.1,Yellow
Wood County,WI,7.2,Yellow
St. Croix County,WI,7.4,Yellow
Iron County,WI,7.5,Yellow
Washington County,WI,8.0,Yellow
Waupaca County,WI,8.1,Yellow
Waukesha County,WI,8.7,Yellow
Kenosha County,WI,9.1,Yellow
Jefferson County,WI,9.6,Yellow
Trempealeau County,WI,9.6,Yellow
Marquette County,WI,10.1,Orange
Eau Claire County,WI,10.4,Orange
Brown County,WI,10.4,Orange
Adams County,WI,12.0,Orange
Portage County,WI,12.5,Orange
La Crosse County,WI,13.6,Orange
Walworth County,WI,16.1,Orange
Milwaukee County,WI,17.0,Orange
Dane County,WI,19.3,Orange
Webster County,WV,-1.8,Green
Barbour County,WV,0.0,Green
Braxton County,WV,0.0,Green
Calhoun County,WV,0.0,Green
Clay County,WV,0.0,Green
Doddridge County,WV,0.0,Green
Grant County,WV,0.0,Green
McDowell County,WV,0.0,Green
Morgan County,WV,0.0,Green
Pleasants County,WV,0.0,Green
Pendleton County,WV,0.0,Green
Roane County,WV,0.0,Green
Ritchie County,WV,0.0,Green
Summers County,WV,0.0,Green
Tucker County,WV,0.0,Green
Wyoming County,WV,0.0,Green
Wirt County,WV,0.0,Green
Statewide Unallocated,WV,0.0,Green
Marshall County,WV,0.5,Green
Hampshire County,WV,0.6,Green
Fayette County,WV,0.7,Green
Taylor County,WV,0.9,Green
Jackson County,WV,1.0,Green
Logan County,WV,1.3,Yellow
Brooke County,WV,1.3,Yellow
Lincoln County,WV,1.4,Yellow
Mineral County,WV,1.6,Yellow
Tyler County,WV,1.7,Yellow
Gilmer County,WV,1.8,Yellow
Boone County,WV,2.0,Yellow
Hardy County,WV,2.1,Yellow
Wayne County,WV,2.2,Yellow
Harrison County,WV,2.3,Yellow
Raleigh County,WV,2.5,Yellow
Greenbrier County,WV,2.5,Yellow
Mason County,WV,2.7,Yellow
Lewis County,WV,2.7,Yellow
Putnam County,WV,3.0,Yellow
Upshur County,WV,3.0,Yellow
Hancock County,WV,3.0,Yellow
Mercer County,WV,3.4,Yellow
Nicholas County,WV,3.5,Yellow
Kanawha County,WV,3.5,Yellow
Berkeley County,WV,3.6,Yellow
Mingo County,WV,3.7,Yellow
Marion County,WV,3.8,Yellow
Wetzel County,WV,3.8,Yellow
Jefferson County,WV,5.0,Yellow
Preston County,WV,5.1,Yellow
Monroe County,WV,5.4,Yellow
Cabell County,WV,6.4,Yellow
Ohio County,WV,7.6,Yellow
Wood County,WV,7.7,Yellow
Randolph County,WV,8.0,Yellow
Monongalia County,WV,9.9,Yellow
Pocahontas County,WV,12.1,Orange
Crook County,WY,0.0,Green
Converse County,WY,0.0,Green
Hot Springs County,WY,0.0,Green
Johnson County,WY,0.0,Green
Niobrara County,WY,0.0,Green
Sublette County,WY,0.0,Green
Washakie County,WY,0.0,Green
Statewide Unallocated,WY,0.0,Green
Sheridan County,WY,0.5,Green
Albany County,WY,1.8,Yellow
Weston County,WY,2.1,Yellow
Goshen County,WY,3.2,Yellow
Platte County,WY,3.4,Yellow
Carbon County,WY,3.9,Yellow
Natrona County,WY,3.9,Yellow
Campbell County,WY,4.6,Yellow
Laramie County,WY,5.5,Yellow
Fremont County,WY,5.5,Yellow
Sweetwater County,WY,8.1,Yellow
Teton County,WY,10.4,Orange
Uinta County,WY,11.3,Orange
Park County,WY,12.2,Orange
Lincoln County,WY,13.0,Orange
Big Horn County,WY,13.3,Orange
